,index,artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in_min_ms,time_signature,genre
2490,3783,Franc Moody,Losing Touch,54.0,0.918,0.638,5.0,-6.796,0,0.135,0.0461,0.6,0.1,0.751,124.017,235263.0,4,HipHop
2491,3784,moe.,New Hope For The New Year,39.0,0.46,0.878,4.0,-4.621,0,0.0536,0.172,0.0605,0.341,0.727,156.957,541123.0,4,Rock
2492,3785,Lenny Kravitz,It Ain't Over 'Til It's Over,70.0,0.679,0.568,6.0,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,242640.0,4,Alt_Music
2493,3788,KyonPalm,Â§©‰Ωø,27.0,0.732,0.73,6.0,-15.878,0,0.0576,0.00144,0.897,0.058,0.733,93.966,227462.0,4,Pop
2494,3789,Accept,Metal Heart,46.0,0.32,0.553,7.0,-14.959,1,0.0524,0.00491,0.404,0.119,0.173,116.156,323667.0,4,Metal
2495,3794,Eddie Taylor,Dark Road,28.0,0.614,0.522,7.0,-12.964,1,0.0371,0.891,0.000602,0.0753,0.586,69.389,217120.0,4,Blues
2496,3795,Blay Vision,My G's,11.0,0.666,0.51,11.0,-4.022,0,0.0282,0.00828,0.877,0.285,0.173,120.041,204000.0,4,Indie_Alt
2497,3796,The Heavy,Burn Bright,42.0,0.669,0.834,8.0,-3.646,1,0.0465,0.0746,0.000447,0.26,0.467,86.952,186885.0,4,Indie_Alt
2498,3798,Big Ups,Fear,24.0,0.464,0.41,4.0,-8.721,1,0.0435,0.0954,0.0902,0.284,0.232,126.682,283850.0,3,Alt_Music
2499,3801,Sima Noon,◊û◊ò◊¢◊ü ◊ó◊ë◊ú◊î,29.0,0.486,0.483,4.0,-8.811,0,0.292,0.025,3.81e-06,0.112,0.551,88.717,145240.0,4,Indie_Alt
2500,3802,Dzharo & Khanza,You Are My High (Ty moy kayf) - Latin Version,64.0,0.888,0.817,11.0,-3.689,0,0.185,0.28,1.66e-06,0.295,0.523,108.985,152025.0,4,Pop
2501,3804,Borgore,Wayak - Bonus Track,27.0,0.514,0.916,5.0,-1.288,0,0.0436,0.0062,0.0246,0.0883,0.486,140.058,194143.0,4,Indie_Alt
2502,3805,Erland Cooper,Longhope - Edit,36.0,0.275,0.418,6.0,-12.939,1,0.0514,0.863,0.951,0.132,0.102,136.518,211000.0,4,Indie_Alt
2503,3806,Jonny P,Good To You,54.0,0.789,0.38,1.0,-10.662,1,0.0362,0.358,0.0207,0.0928,0.702,92.028,158855.0,4,Indie_Alt
2504,3807,Speaking With Ghosts,Waste Away,43.0,0.393,0.977,4.0,-3.298,0,0.143,9.78e-05,0.0174,0.0901,0.337,194.059,224227.0,4,Metal
2505,3808,Novo Stella,Waterlilies,43.0,0.57,0.286,5.0,-13.79,1,0.0416,0.955,0.771,0.134,0.252,116.896,2.817733333,4,Instrumental
2506,3809,Pop Smoke,What You Know Bout Love,87.0,0.709,0.548,10.0,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,4,Pop
2507,3812,Napalm Death,Nazi Punks Fuck Off,35.0,0.261,0.977,5.0,-5.878,0,0.0886,0.000152,0.00165,0.0769,0.316,95.847,80787.0,4,Indie_Alt
2508,3813,Chuck Berry,You Never Can Tell,70.0,0.525,0.852,7.0,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,2.69845,4,Rock
2509,3814,Softcult,Gloomy Girl,36.0,0.427,0.623,9.0,-6.248,1,0.0321,0.000439,0.013,0.109,0.175,150.077,186411.0,4,Indie_Alt
2510,3815,Maati Baani,Karpur Gauram,25.0,0.399,0.769,1.0,-7.288,0,0.0676,0.316,0.025,0.445,0.375,111.995,4.489133333,4,Rock
2511,3816,Jerry Lee Lewis,Chantilly Lace,2.0,0.533,0.727,7.0,-9.576,1,0.0427,0.742,1.53e-05,0.582,0.892,93.11,168533.0,4,Rock
2512,3817,John Hammond,Evil Is Going On,36.0,0.622,0.284,9.0,-13.661,0,0.0668,0.489,0.0744,0.0853,0.671,93.715,220240.0,4,Blues
2513,3818,The Mighty Mighty Bosstones,The Impression That I Get,66.0,0.418,0.945,4.0,-5.406,1,0.118,0.0991,0.0123,0.23,0.696,181.174,194760.0,4,Rock
2514,3819,Lewis Del Mar,Alameda,41.0,0.707,0.79,1.0,-6.641,0,0.107,0.544,0.000923,0.137,0.642,92.32,161000.0,4,HipHop
2515,3820,Four Year Strong,Get Out of My Head,41.0,0.511,0.849,10.0,-2.848,1,0.0719,0.000242,8.04e-05,0.0681,0.721,106.231,190649.0,4,Rock
2516,3822,Tom Aspaul,Traces - MNEK Remix,29.0,0.633,0.884,2.0,-7.436,1,0.0332,0.383,0.00335,0.0924,0.93,118.026,234413.0,4,Pop
2517,3824,Hospitality,I Miss Your Bones,20.0,0.643,0.657,2.0,-7.318,1,0.033,0.00104,0.0551,0.095,0.829,131.923,248037.0,4,Pop
2518,3827,Pentagram,Sign Of The Wolf (Pentagram),38.0,0.468,0.829,11.0,-8.667,1,0.0448,0.0494,0.0737,0.258,0.604,152.25,190000.0,4,Indie_Alt
2519,3828,KID BRUNSWICK,Bipolar Rhapsody,53.0,0.416,0.681,11.0,-7.122,0,0.0384,0.00971,0.000578,0.105,0.266,149.892,288147.0,4,Rock
2520,3829,Fabich,Slow Burn,46.0,0.701,0.68,1.0,-8.62,0,0.231,0.0493,0.000773,0.0675,0.744,115.038,123667.0,4,Pop
2521,3830,DEVORA,Body Bag,33.0,0.706,0.592,9.0,-6.061,1,0.0804,0.0845,5.1e-05,0.0837,0.483,94.993,199271.0,4,Indie_Alt
2522,3831,Obsk√ºr,Bayside - 10 Years Of Eats Everything Remix,42.0,0.521,0.915,6.0,-7.839,1,0.0713,0.0132,0.028,0.112,0.8,128.743,228956.0,4,Metal
2523,3832,Maria BC,Devil's Rain,26.0,0.308,0.0447,2.0,-20.933,1,0.0354,0.989,0.542,0.0991,0.0592,83.704,247060.0,4,Rock
2524,3833,Mike Flanigin,West Texas Blues,18.0,0.318,0.553,5.0,-8.386,1,0.0373,0.625,0.00229,0.183,0.362,154.421,341244.0,3,Rock
2525,3835,Argun North,Lake District,50.0,0.565,0.26,2.0,-16.88,1,0.0806,0.986,0.941,0.112,0.414,76.167,2.832816667,3,Instrumental
2526,3836,Pot√©,Young Lies,54.0,0.712,0.673,1.0,-8.295,1,0.0643,0.0206,0.0176,0.327,0.389,121.008,230840.0,4,Indie_Alt
2527,3837,Childe,Child,33.0,0.602,0.443,2.0,-9.371,1,0.203,0.763,0.0208,0.186,0.593,182.036,165232.0,4,Rock
2528,3838,Elvin Bishop & Charlie Musselwhite,West Helena Blues,36.0,0.497,0.599,9.0,-2.603,1,0.0287,0.777,0.001,0.372,0.451,90.227,291867.0,3,Rock
2529,3840,THE ANXIETY,Meet Me At Our Spot,72.0,0.773,0.47,2.0,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,4,Indie_Alt
2530,3842,Iceage,High & Hurt,46.0,0.241,0.901,2.0,-4.106,1,0.0528,0.000976,1.35e-06,0.0823,0.111,139.457,248908.0,4,Blues
2531,3843,Dance Gavin Dance,And I Told Them I Invented Times New Roman,51.0,0.271,0.92,5.0,-2.89,1,0.0572,3.62e-05,3.26e-06,0.316,0.36,83.766,288093.0,4,Rock
2532,3845,Phoebe Snow,Poetry Man,15.0,0.494,0.311,7.0,-15.699,1,0.051,0.292,4.54e-05,0.976,0.413,123.447,322720.0,4,Rock
2533,3846,"Amit Trivedi, Neeraj Arya, Arunima Bhattacharya",Radhe (From Songs of Faith),37.0,0.673,0.806,7.0,-7.653,1,0.0636,0.544,0.00265,0.529,0.767,129.996,3.638466667,4,Rock
2534,3847,Sad Night Dynamite,Krunk,56.0,0.815,0.509,1.0,-7.288,1,0.0419,0.392,0.0442,0.299,0.578,94.023,187467.0,4,Indie_Alt
2535,3849,Bring Me The Horizon,Avalanche,64.0,0.426,0.934,7.0,-4.063,0,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,262013.0,4,Rock
2536,3850,ERRA,Shadow Autonomous,52.0,0.42,0.967,1.0,-3.963,0,0.101,1.68e-05,0.000809,0.2,0.452,149.973,317309.0,3,Metal
2537,3853,Underoath,Writing On The Walls,58.0,0.358,0.959,2.0,-3.139,0,0.0874,0.00364,0.000237,0.356,0.171,91.938,242413.0,4,Metal
2538,3854,props,I Don't Mind,27.0,0.732,0.397,5.0,-10.648,1,0.254,0.0609,3.45e-05,0.0737,0.512,73.888,159791.0,4,Pop
2539,3857,Pearl Jam,Alive,75.0,0.284,0.875,11.0,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907.0,4,Rock
2540,3859,In The Whale,Drug Dealer,32.0,0.275,0.933,2.0,-5.14,0,0.0879,6.86e-05,0.0457,0.206,0.164,100.47,169284.0,4,Rock
2541,3861,Scorpions,Hit Between The Eyes,36.0,0.36,0.946,7.0,-8.515,1,0.0576,0.000351,0.00924,0.117,0.546,171.484,272627.0,4,Indie_Alt
2542,3864,Yak,Bellyache,26.0,0.214,0.84,6.0,-3.822,1,0.0523,0.0278,5.9e-05,0.0928,0.316,167.51,221893.0,4,Alt_Music
2543,3866,ONI,Alone,43.0,0.591,0.953,4.0,-5.429,0,0.131,0.0213,1.71e-06,0.105,0.322,118.014,347682.0,4,Rock
2544,3868,Jody Breeze,She Wanna Do It,29.0,0.966,0.45,1.0,-6.834,1,0.0691,0.0354,0.000834,0.0722,0.171,128.061,112500.0,4,HipHop
2545,3869,Monmoi,fingertips,20.0,0.757,0.303,2.0,-14.912,1,0.0502,0.0543,0.000133,0.48,0.305,116.047,222000.0,4,Pop
2546,3871,iann dior,Holding On,73.0,0.706,0.76,8.0,-4.702,1,0.0369,0.0599,1.46e-06,0.202,0.564,95.499,126444.0,4,Pop
2547,3872,Oceans Ate Alaska,Metamorph,52.0,0.592,0.87,1.0,-4.039,1,0.0625,4.62e-05,0.00108,0.104,0.349,130.037,164200.0,4,Rock
2548,3873,"Maati Baani, Ankita Joshi",Boondan Boondan (feat. Ankita Joshi),29.0,0.647,0.782,9.0,-6.679,1,0.0461,0.521,9.4e-05,0.0751,0.551,118.012,4.556583333,4,Rock
2549,3875,Ultimate Spinach,(BALLAD OF) THE HIP DEATH GODDESS,39.0,0.536,0.718,11.0,-8.401,0,0.0309,0.00999,0.15,0.327,0.464,105.231,494933.0,4,Alt_Music
2550,3876,Iron & Wine,Bitter Truth,43.0,0.63,0.482,8.0,-10.36,1,0.0245,0.708,7.94e-06,0.156,0.656,104.291,182832.0,4,Rock
2551,3877,Dead Poet Society,.intoodeep.,46.0,0.592,0.674,8.0,-6.26,1,0.0417,0.00039,1.26e-05,0.354,0.499,124.928,219907.0,4,Metal
2552,3879,Paradise Lost,Small Town Boy,52.0,0.568,0.905,5.0,-6.113,0,0.0333,8.05e-05,0.841,0.0969,0.413,126.008,317573.0,4,Metal
2553,3881,Julia Kent,Gardermoen,42.0,0.434,0.148,7.0,-20.672,0,0.0367,0.847,0.873,0.126,0.0939,127.997,4.17645,4,Instrumental
2554,3882,The Shins,Australia,63.0,0.416,0.827,4.0,-5.177,1,0.0384,0.00428,0.000242,0.277,0.87,169.902,236712.0,4,Rock
2555,3883,PJ Harvey,Rid Of Me,51.0,0.715,0.0885,9.0,-20.682,0,0.0521,0.00485,0.00694,0.155,0.544,125.383,268827.0,4,Alt_Music
2556,3884,Kadialy Kouyate,Khadija,23.0,0.459,0.179,1.0,-17.757,1,0.0413,0.97,0.874,0.0772,0.451,151.977,4.407116667,4,Instrumental
2557,3885,Lo Dubim,◊ß◊ë◊¶◊†◊ô◊ù ◊©◊ú ◊û◊ô◊ü,4.0,0.71,0.911,2.0,-5.055,1,0.0929,0.0203,0.000128,0.0447,0.936,109.09,197787.0,4,Rock
2558,3886,Bauhaus,Kick in the Eye,48.0,0.641,0.545,7.0,-15.89,1,0.0416,0.0327,0.000203,0.0507,0.852,121.929,220160.0,4,Rock
2559,3887,Cake,Frank Sinatra,48.0,0.679,0.513,7.0,-9.2,1,0.0417,0.184,0.0242,0.177,0.554,114.225,241027.0,4,Blues
2560,3888,Carmen Sevilla,Cari√±o Trianero,32.0,0.632,0.541,1.0,-10.773,0,0.0681,0.726,1.28e-06,0.321,0.945,128.223,124467.0,4,Rock
2561,3889,Whitehorse,My Babe,40.0,0.621,0.79,4.0,-4.464,1,0.0884,0.115,1.32e-05,0.321,0.947,172.102,138312.0,4,Rock
2562,3890,Rush,Tom Sawyer,72.0,0.536,0.901,9.0,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4.61466667,4,Rock
2563,3893,IRONTOM,Call Me the West (with The Dead Deads),38.0,0.575,0.904,1.0,-3.501,0,0.0384,0.00141,0.000209,0.149,0.769,105.071,214330.0,4,Pop
2564,3894,Finn Andrews,One Piece at a Time,18.0,0.366,0.143,5.0,-21.482,1,0.0405,0.906,0.0194,0.127,0.403,139.91,175840.0,5,Blues
2565,3897,Bo Carter,All Around Man,38.0,0.599,0.161,5.0,-15.58,1,0.0606,0.982,0.0474,0.116,0.347,144.45,179293.0,4,Blues
2566,3898,Eliza Shaddad,One Last Embrace,25.0,0.495,0.754,2.0,-5.894,0,0.0385,0.00704,0.00248,0.137,0.38,147.957,220312.0,4,Alt_Music
2567,3900,Eisregen,Sei mein Totenlicht,34.0,0.298,0.944,2.0,-5.492,1,0.144,0.000504,0.0002,0.125,0.143,140.152,324053.0,4,Metal
2568,3903,Beren Olivia,Read My Mind,50.0,0.534,0.606,2.0,-9.195,1,0.058,0.00792,1.92e-06,0.0783,0.311,149.913,178514.0,4,Rock
2569,3904,Swaine Delgado,F Me Up,40.0,0.738,0.568,11.0,-12.5,0,0.0323,0.541,0.664,0.109,0.239,109.294,324323.0,4,Indie_Alt
2570,3907,Flying Lotus,Crust,62.0,0.676,0.408,9.0,-7.937,1,0.0811,0.576,0.867,0.201,0.226,106.515,133520.0,3,Blues
2571,3911,cehryl,angels (emily),53.0,0.516,0.318,4.0,-9.757,1,0.028,0.545,0.0213,0.0776,0.192,85.89,169227.0,4,Indie_Alt
2572,3913,EKKSTACY,i want to be by your side (feat. herhexx),54.0,0.75,0.593,9.0,-12.074,1,0.0331,0.0792,0.785,0.283,0.846,119.985,157523.0,4,Pop
2573,3914,Lindemann,Ich wei√ü es nicht,50.0,0.518,0.92,4.0,-6.228,1,0.0485,1.92e-05,0.00831,0.0976,0.417,145.048,289787.0,4,Metal
2574,3915,"Vinod Rathod, Alka Yagnik",Samajh Kar Chand Jis Ko,31.0,0.354,0.555,4.0,-9.81,0,0.0458,0.651,4.23e-06,0.614,0.64,98.283,7.198666667,4,Bollywood
2575,3917,Lead Belly,Where Did You Sleep Last Night,51.0,0.57,0.241,4.0,-12.138,1,0.0473,0.948,0.0224,0.111,0.543,115.352,181893.0,3,Blues
2576,3918,Remy Ma,Wake Me Up (feat. Lil' Kim),41.0,0.667,0.801,11.0,-4.886,0,0.369,0.0834,0.00557,0.513,0.558,81.673,227160.0,4,Rock
2577,3919,Peach Pit,Peach Pit,66.0,0.515,0.804,6.0,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,287080.0,4,Rock
2578,3921,Our Oceans,The Heart's Whisper,28.0,0.213,0.508,7.0,-6.802,0,0.0306,0.143,5.44e-05,0.264,0.0366,99.571,329950.0,3,Blues
2579,3922,Currents,A Flag to Wave,51.0,0.463,0.99,7.0,-4.891,1,0.111,1.44e-05,0.0109,0.119,0.0449,110.092,214477.0,4,Metal
2580,3924,Lorenzo_BITW,Pantea,31.0,0.789,0.695,7.0,-9.499,1,0.0532,0.00412,0.904,0.14,0.355,109.996,226909.0,4,Indie_Alt
2581,3926,Chappaqua Wrestling,The Rift,44.0,0.294,0.675,5.0,-3.562,1,0.0435,3.15e-05,0.000711,0.321,0.37,148.186,228853.0,4,Rock
2582,3927,beabadoobee,Last Day On Earth,63.0,0.444,0.932,6.0,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,222357.0,4,Metal
2583,3930,Hether,Oidar,51.0,0.891,0.571,9.0,-10.858,0,0.0721,0.0214,0.29,0.171,0.684,119.941,208500.0,4,Alt_Music
2584,3932,"Snorre Kirk, Stephen Riley",West Indian Flower,42.0,0.623,0.251,2.0,-14.517,1,0.0499,0.78,0.00976,0.0873,0.694,109.317,4.851783333,5,Instrumental
2585,3934,Left Boy,Corner Store,46.0,0.739,0.715,6.0,-7.767,1,0.038,0.109,2.93e-06,0.112,0.726,140.009,147577.0,4,Pop
2586,3935,Kansas,Dust in the Wind,76.0,0.475,0.322,7.0,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,3.43778333,4,Pop
2587,3936,Yuval Dayan,◊õ◊ï◊ó◊ö ◊î◊®◊ù,32.0,0.707,0.818,2.0,-5.773,1,0.0272,0.355,0.000264,0.315,0.683,104.025,200000.0,4,Rock
2588,3937,Baby Queen,These Drugs,42.0,0.555,0.606,11.0,-5.806,1,0.0294,0.00882,5.59e-06,0.118,0.147,93.016,242045.0,4,Pop
2589,3938,Epica,Sensorium,51.0,0.562,0.982,9.0,-4.119,0,0.051,0.000404,0.0144,0.203,0.477,131.969,289307.0,4,Rock
2590,3940,The Dumes,Drexel,29.0,0.593,0.716,8.0,-5.536,1,0.029,0.00128,1.31e-06,0.109,0.528,115.522,214693.0,4,Rock
2591,3942,Irving Force,Touch the Corpse,44.0,0.533,0.936,1.0,-5.988,1,0.0766,9.25e-06,0.291,0.263,0.384,109.764,166949.0,4,Rock
2592,3944,Fela Kuti,Sorrow Tears and Blood - Edit,22.0,0.85,0.853,5.0,-5.139,0,0.201,0.147,0.000492,0.222,0.832,101.394,463052.0,4,HipHop
2593,3947,Blondie,Dreaming - Remastered,43.0,0.343,0.901,2.0,-5.373,1,0.0419,0.00244,0.000147,0.0801,0.798,161.69,188427.0,4,Indie_Alt
2594,3950,Guns N' Roses,Knockin' On Heaven's Door,77.0,0.496,0.739,6.0,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000.0,4,Indie_Alt
2595,3951,Sunny Day Real Estate,In Circles - Remastered,51.0,0.323,0.825,10.0,-6.692,1,0.0457,0.00198,0.0824,0.337,0.358,143.586,298413.0,4,Rock
2596,3953,Everyone's A Winner,Flyte,49.0,0.588,0.363,9.0,-9.153,1,0.0281,0.185,0.00883,0.149,0.509,142.993,3.49155,4,Coutnry
2597,3955,Yves Jarvis,Body Of Work,24.0,0.646,0.569,2.0,-8.979,1,0.335,0.0171,1.58e-06,0.231,0.64,127.437,116989.0,4,Rock
2598,3957,Shy Nobleman,Lonely boy,6.0,0.313,0.756,2.0,-3.848,1,0.0417,0.00824,1.88e-05,0.229,0.475,120.746,205960.0,4,Alt_Music
2599,3959,SADBOii,Maybe We Should Call it Nothing,37.0,0.447,0.761,5.0,-7.806,1,0.0816,0.126,2.65e-06,0.0993,0.453,172.046,198165.0,4,Pop
2600,3960,The Dandy Warhols,The Last High,47.0,0.687,0.858,11.0,-6.744,0,0.0276,0.00717,0.401,0.13,0.931,121.135,286653.0,4,Rock
2601,3965,T. Rex,Bang A Gong [Get It On],45.0,0.788,0.748,9.0,-6.907,1,0.0306,0.451,0.00408,0.104,0.845,121.047,284683.0,4,Rock
2602,3966,Jax Anderson,I Don't Care Anymore,47.0,0.745,0.33,1.0,-11.869,1,0.265,0.753,0.015,0.105,0.309,72.028,145889.0,4,HipHop
2603,3968,The Japanese House,Dionne (feat. Justin Vernon),60.0,0.313,0.727,4.0,-6.104,1,0.0996,0.37,0.00838,0.101,0.273,149.867,284578.0,4,Rock
2604,3969,Rammstein,Feuer frei!,67.0,0.491,0.966,3.0,-3.974,1,0.0463,9.12e-05,0.346,0.153,0.223,95.141,188600.0,4,Indie_Alt
2605,3971,Jethro Tull,Aqualung,64.0,0.477,0.479,7.0,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187.0,4,Rock
2606,3972,Heart,Barracuda,73.0,0.548,0.691,4.0,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,4.36555,4,Rock
2607,3973,Echo & the Bunnymen,The Killing Moon,61.0,0.568,0.829,7.0,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,348293.0,4,Indie_Alt
2608,3974,The White Stripes,My Doorbell,57.0,0.614,0.663,8.0,-9.965,1,0.0352,0.29,0.00682,0.0986,0.823,97.083,241867.0,4,Alt_Music
2609,3975,Dwijen Mukherjee,Tan Jale Man Jalta Rahe,3.0,0.529,0.424,7.0,-10.293,0,0.0836,0.99,0.337,0.116,0.819,134.396,3.368933333,3,Bollywood
2610,3977,Vani Jairam,Hum Ko Man Ki Shakti Dena,18.0,0.375,0.593,2.0,-9.531,1,0.0325,0.884,0.0126,0.563,0.603,157.316,4.443116667,3,Bollywood
2611,3978,Bee-B,Stretch,38.0,0.815,0.57,10.0,-5.994,1,0.315,0.00587,0.000465,0.0973,0.134,77.962,155416.0,4,HipHop
2612,3979,Rush,Finding My Way,44.0,0.316,0.795,2.0,-8.97,1,0.0453,0.0553,0.0797,0.175,0.504,140.955,305933.0,4,Rock
2613,3980,Avner Gadasi,◊†◊§◊®◊ì◊†◊ï ◊õ◊ö,29.0,0.383,0.636,10.0,-5.435,1,0.0364,0.571,0.000802,0.112,0.448,137.384,205893.0,4,Blues
2614,3981,Yuppies With Jeeps,◊î◊ë◊™ ◊©◊ú ◊î◊ì◊ô◊ß◊ü,10.0,0.686,0.424,11.0,-9.006,0,0.0261,0.352,0.00229,0.0702,0.517,95.033,347627.0,4,Rock
2615,3983,Silk City,New Love (feat. Ellie Goulding),71.0,0.786,0.732,7.0,-6.664,1,0.0421,0.0547,2.47e-06,0.342,0.631,123.982,190680.0,4,Pop
2616,3984,Man Parrish,Boogie Down Bronx,36.0,0.862,0.639,10.0,-14.938,0,0.0917,0.376,0.0702,0.162,0.469,111.839,318680.0,4,HipHop
2617,3985,Wucan,The Rat Catcher,39.0,0.6,0.777,9.0,-10.12,0,0.0623,0.217,0.0162,0.104,0.314,142.2,325016.0,4,Blues
2618,3986,Left Lane Cruiser,Crackalacka,32.0,0.247,0.991,4.0,-5.016,1,0.149,1.95e-05,0.0307,0.331,0.387,117.331,237173.0,4,Metal
2619,3987,Phil Collins,Sussudio,67.0,0.714,0.935,5.0,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107.0,4,Rock
2620,3988,Half the Animal,Magic,43.0,0.539,0.654,1.0,-6.454,0,0.0813,0.0296,1.49e-06,0.0595,0.511,170.138,210820.0,5,Rock
2621,3989,The Hunna,I Wanna Know,43.0,0.198,0.954,9.0,-4.011,1,0.201,0.000136,0.0115,0.535,0.414,85.026,217080.0,4,Metal
2622,3990,Nmesh,A Face Without Eyes,35.0,0.617,0.602,9.0,-10.486,1,0.0289,0.0123,0.852,0.271,0.127,114.417,359410.0,4,Blues
2623,3991,Talking Heads,Psycho Killer - 2005 Remaster,73.0,0.721,0.521,2.0,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413.0,4,Indie_Alt
2624,3993,Shlomo Artzi,◊ó◊ï◊ù ◊ô◊ï◊ú◊ô ◊ê◊ï◊í◊ï◊°◊ò - ◊ß◊ô◊°◊®◊ô◊î 1988,26.0,0.475,0.876,7.0,-7.099,0,0.109,0.231,2.49e-06,0.992,0.4,133.633,455627.0,4,Rock
2625,3995,Tasha Taylor,Weatherman,33.0,0.652,0.574,7.0,-9.092,1,0.208,0.355,9.66e-05,0.591,0.628,170.582,218027.0,4,Indie_Alt
2626,3996,Otis Rush,It's My Own Fault,3.0,0.31,0.946,7.0,-5.156,1,0.0899,0.0291,0.00238,0.704,0.489,108.103,605920.0,4,Blues
2627,3998,Ori Shochat,◊ó◊§◊• ◊ó◊©◊ï◊ì,24.0,0.716,0.576,4.0,-8.078,0,0.261,0.0367,5.1e-06,0.29,0.663,161.059,174903.0,4,Pop
2628,3999,Radiohead,Karma Police,75.0,0.36,0.501,7.0,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067.0,4,Alt_Music
2629,4000,"Ali Farka Touré, Toumani Diabaté",Be Mankan,38.0,0.583,0.206,4.0,-12.297,1,0.0416,0.9,0.38,0.123,0.483,123.362,5.116,3,Instrumental
2630,4001,The Rolling Stones,Dancing With Mr. D,38.0,0.564,0.924,2.0,-3.585,1,0.0345,0.562,0.649,0.403,0.903,106.022,292360.0,4,Pop
2631,4002,Duran Duran,Ordinary World,73.0,0.472,0.652,1.0,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,340200.0,4,Indie_Alt
2632,4003,F1rstman,Brokko,31.0,0.661,0.662,6.0,-5.958,0,0.412,0.623,1.94e-05,0.105,0.819,84.303,215455.0,4,Indie_Alt
2633,4004,Supertramp,Give A Little Bit,75.0,0.531,0.818,2.0,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173.0,4,Pop
2634,4005,Honey Lung,Sophomore,36.0,0.399,0.744,7.0,-8.303,1,0.0455,8.44e-05,0.0335,0.0497,0.125,91.918,353956.0,4,Rock
2635,4006,Andreas K√ºmmert,Fukk Up,38.0,0.562,0.973,4.0,-4.995,0,0.0515,8.69e-05,0.00303,0.497,0.768,140.009,190393.0,4,Rock
2636,4007,Radiohead,15 Step,62.0,0.598,0.854,1.0,-7.584,1,0.0422,0.0477,0.338,0.0934,0.844,94.458,237293.0,4,Rock
2637,4008,Ehud Banai,◊û◊û◊©◊ô◊ö ◊ú◊†◊°◊ï◊¢,22.0,0.544,0.493,9.0,-10.454,0,0.0362,0.0549,0.000691,0.1,0.454,68.813,205027.0,4,Blues
2638,4010,Mahendra Kapoor,Jahan Daal Daal Pe,12.0,0.304,0.639,6.0,-11.765,0,0.0503,0.939,0.388,0.677,0.74,77.417,0.68745,5,Bollywood
2639,4011,"Fall, Fall, Fall",Caamp,59.0,0.569,0.146,6.0,-12.568,1,0.046,0.905,0.00951,0.106,0.216,116.928,4.686333333,3,Acoustic/Folk
2640,4012,Les conches velasques,Borr√≥n enchufe,25.0,0.492,0.478,6.0,-6.104,1,0.0341,0.334,0.862,0.106,0.251,133.135,235838.0,3,Indie_Alt
2641,4013,Stand Atlantic,Lavender Bones,55.0,0.55,0.936,8.0,-2.881,1,0.0774,0.000208,2.6e-06,0.302,0.761,158.02,204253.0,4,Rock
2642,4014,Eyez,Drinks On Me,45.0,0.91,0.505,9.0,-10.815,1,0.318,0.552,1.13e-06,0.124,0.566,100.048,153900.0,4,Blues
2643,4015,Phoebe Green,Golden Girl,24.0,0.537,0.726,7.0,-3.578,1,0.0363,0.000325,0.00151,0.281,0.391,135.066,195400.0,4,Rock
2644,4018,Eric Gales,Carry Yourself,39.0,0.675,0.575,7.0,-4.896,0,0.0303,0.736,0.0171,0.119,0.778,85.962,323427.0,4,Blues
2645,4019,"Ashnikko, Princess Nokia",Slumber Party (feat. Princess Nokia),82.0,0.964,0.398,11.0,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,2.973416667,4,Bollywood
2646,4021,INHEAVEN,Treats,24.0,0.458,0.976,6.0,-5.244,0,0.157,5.51e-05,0.000178,0.172,0.204,129.968,214480.0,4,Metal
2647,4023,MoonSun,Wanted and Wild,35.0,0.23,0.913,8.0,-6.029,0,0.131,0.00893,4.32e-06,0.0784,0.646,194.796,211754.0,3,Rock
2648,4024,Sevendust,Black,55.0,0.565,0.968,1.0,-5.165,1,0.0568,1.33e-05,0.188,0.089,0.693,108.003,248906.0,4,Metal
2649,4025,Paul McCartney,Maybe I‚Äôm Amazed - Remastered 2011,67.0,0.471,0.494,7.0,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,229827.0,4,Rock
